Site,Phase,Taxon,Family,Genus,domestic_wild,Proportion_per_Phase,Ubquity
Samos Heraion,SH,Atriplex hastata type,Chenopodiaceae,Atriplex,W,0,14
Samos Heraion,SH,Atriplex littoralis/hastata,Chenopodiaceae,Atriplex,W,0,29
Samos Heraion,SH,Batrachium sp.,Ranunculaceae,Batrachium,W,0,14
Samos Heraion,SH,Beta vulgaris L.,Chenopodiaceae,Beta,D,0,43
Samos Heraion,SH,Bifora testiculata,Apiaceae,Bifora,W,0,43
Samos Heraion,SH,Calamintha sp.,Lamiaceae,Calamintha,W,0,14
Samos Heraion,SH,Capparis spinosa L.,Capparaceae,Capparis,W,0,14
Samos Heraion,SH,Carex disticha/elongata,Cyperaceae,Carex,W,0,14
Samos Heraion,SH,Carex sp.,Cyperaceae,Carex,W,0,57
Samos Heraion,SH,Carex vulpina sensu Boiss.,Cyperaceae,Carex,W,0,14
Samos Heraion,SH,Caryophyllaceae indet.,Caryophyllaceae,_,W,0,14
Samos Heraion,SH,Centaurea sp. L.,Asteraceae,Centaurea,W,0,14
Samos Heraion,SH,Cerastium arvense,Caryophyllaceae,Cerastium,W,0,29
Samos Heraion,SH,Cerastium sp.,Caryophyllaceae,Cerastium,W,0,14
Samos Heraion,SH,Cerastium tomentosum,Caryophyllaceae,Cerastium,W,0,14
Samos Heraion,SH,Cereal indeterminate grains,Poaceae,_,D,0,57
Samos Heraion,SH,cf. Cinnamomum cassia,Lauraceae,Cinnamomum,W,0,14
Samos Heraion,SH,Chara sp.,Characeae,Chara,W,1,71
Samos Heraion,SH,Chenopodium album L.,Chenopodiaceae,Chenopodium,W,0,57
Samos Heraion,SH,Chenopodiaceae indet.,Chenopodiaceae,_,W,0,57
Samos Heraion,SH,Chenopodium vulvaria L.,Chenopodiaceae,Chenopodium,W,1,57
Samos Heraion,SH,Cirsium/Carduus,Asteraceae,Cirsium/Carduus,W,0,71
Samos Heraion,SH,Citrullus lanatus (Thumb.) Matsum. & Nakai,Cucurbitaceae,Citrullus,W,0,14
Samos Heraion,SH,Cochlearia danica,Brassicaceae,Cochlearia,W,1,71
Samos Heraion,SH,Coriandrum sativum,Apiaceae,Coriandrum,D,0,100
Samos Heraion,SH,Coronilla coronata L.,Fabaceae,Coronilla,W,0,71
Samos Heraion,SH,Coronopus squamatus,Brassicaceae,Coronopus,W,0,71
Samos Heraion,SH,Corylus avellana,Betulaceae,Corylus,W,0,71
Samos Heraion,SH,Cucumis melo L.,Cucurbitaceae,Cucumis,D,0,86
Samos Heraion,SH,Cyperaceae indet.,Cyperaceae,_,W,0,14
Samos Heraion,SH,Eleocharis palustris (L.) Roemer & Schultes,Cyperaceae,Eleocharis,W,0,71
Samos Heraion,SH,Euphorbia exigua L.,Euphorbiaceae,Euphorbia,W,0,57
Samos Heraion,SH,Euphorbia helioscopia L.,Euphorbiaceae,Euphorbia,W,0,57
Samos Heraion,SH,Euphorbia peplus L.,Euphorbiaceae,Euphorbia,W,0,71
Samos Heraion,SH,Euphorbia sp.,Euphorbiaceae,Euphorbia,W,0,14
Samos Heraion,SH,Euphrasia stricta,Scrophulariaceae,Euphrasia,W,1,71
Samos Heraion,SH,Euphrasia sp.,Scrophulariaceae,Euphrasia,W,0,29
Samos Heraion,SH,Ficus carica L.,Moraceae,Ficus,D,52,100
Samos Heraion,SH,Fumaria officinalis L.,Papaveraceae,Fumaria,W,0,43
Samos Heraion,SH,Galeopsis segetum,Lamiaceae,Galeopsis,W,0,29
Samos Heraion,SH,Galeopsis sp.,Lamiaceae,Galeopsis,W,0,14
Samos Heraion,SH,Galeopsis tetrahit/speciosa,Lamiaceae,Galeopsis,W,0,43
Samos Heraion,SH,Galium aparine L.,Rubiaceae,Galium,W,0,14
Samos Heraion,SH,Glechoma hederacea L.,Lamiaceae,Glechoma,W,0,71
Samos Heraion,SH,Poaceae indet.,Poaceae,_,W,0,14
Samos Heraion,SH,Hibiscus esculentus,Malvaceae,Hibiscus,W,0,14
Samos Heraion,SH,Hordeum distichum/vulgare grain (hulled),Poaceae,Hordeum,D,0,71
Samos Heraion,SH,Hyoscyamus niger L.,Solanaceae,Hyoscyamus,W,0,43
Samos Heraion,SH,Hypericum maculatum,Hypericaceae,Hypericum,W,0,14
Samos Heraion,SH,Hypericum perforatum,Hypericaceae,Hypericum,W,0,29
Samos Heraion,SH,Hypericum sp.,Hypericaceae,Hypericum,W,0,14
Samos Heraion,SH,Juncus bufonius L.,Juncaceae,Juncus,W,0,57
Samos Heraion,SH,Juncus effusus L.,Juncaceae,Juncus,W,0,14
Samos Heraion,SH,Juncus sp.,Juncaceae,Juncus,W,0,71
Samos Heraion,SH,Lactuca serriola,Asteraceae,Lactuca,W,0,57
Samos Heraion,SH,Lamium album,Lamiaceae,Lamium,W,0,14
Samos Heraion,SH,Lamium purpureum,Lamiaceae,Lamium,W,0,29
Samos Heraion,SH,Laurus nobilis L.,Lauraceae,Laurus,W,0,14
Samos Heraion,SH,Fabaceae indet.,Fabaceae,_,W,0,14
Samos Heraion,SH,Lens culinaris Medik.,Fabaceae,Lens,D,0,14
Samos Heraion,SH,Linum catharticum L. capsule,Linaceae,Linum,W,0,14
Samos Heraion,SH,Linum catharticum L.,Linaceae,Linum,W,0,43
Samos Heraion,SH,Linum sp.,Linaceae,Linum,W,0,14
Samos Heraion,SH,Linum tenuifolium L. capsule,Linaceae,Linum,W,0,29
Samos Heraion,SH,Linum tenuifolium L.,Linaceae,Linum,W,0,57
Samos Heraion,SH,Lychnis flos_cuculi,Caryophyllaceae,Lychnis,W,0,71
Samos Heraion,SH,Lycopus europaeus L.,Lamiaceae,Lycopus,W,0,14
Samos Heraion,SH,Malva sylvestris L.,Malvaceae,Malva,W,0,57
Samos Heraion,SH,Medicago falcata L. pod,Fabaceae,Medicago,W,0,14
Samos Heraion,SH,Medicago polymorpha L. pod,Fabaceae,Medicago,W,0,86
Samos Heraion,SH,Medicago scutellata (L.) Miller,Fabaceae,Medicago,W,0,14
Samos Heraion,SH,Medicago sp.,Fabaceae,Medicago,W,0,29
Samos Heraion,SH,Mentha aquatica/arvensis,Lamiaceae,Mentha,W,0,43
Samos Heraion,SH,Mentha longifolia,Lamiaceae,Mentha,W,0,14
Samos Heraion,SH,Mentha sp.,Lamiaceae,Mentha,W,0,14
Samos Heraion,SH,Morus nigra,Moraceae,Morus,K,0,57
Samos Heraion,SH,Myosotis L. sp.,Boraginaceae,Myosotis,W,0,14
Samos Heraion,SH,Myrtus communis L.,Myrtaceae,Myrtus,W,0,86
Samos Heraion,SH,Oenanthe lachenalii,Apiaceae,Oenanthe,W,0,43
Samos Heraion,SH,Oenanthe peucedunifolia,Apiaceae,Oenanthe,W,0,14
Samos Heraion,SH,Oenanthe sp.,Apiaceae,Oenanthe,W,0,14
Samos Heraion,SH,Olea europaea L.,Oleaceae,Olea,D,0,86
Samos Heraion,SH,Onobrychis arenaria,Fabaceae,Onobrychis,W,0,14
Samos Heraion,SH,Onobrychis viciifolia Scop.,Fabaceae,Onobrychis,W,0,14
Samos Heraion,SH,Ornithopus sativus Brot.,Fabaceae,Ornithopos,W,0,14
Samos Heraion,SH,Papaver rhoeas L.,Papaveraceae,Papaver,W,0,29
Samos Heraion,SH,Papaver somniferum L.,Papaveraceae,Papaver,D,0,29
Samos Heraion,SH,Papaver sp.,Papaveraceae,Papaver,W,0,14
Samos Heraion,SH,Peucedanum sp.,Apiaceae,Peucedanum,W,0,14
Samos Heraion,SH,Pistacia terebinthus L.,Anacardiaceae,Pistacia,W,0,71
Samos Heraion,SH,Polygonum aviculare L.,Polygonaceae,Polygonum,W,0,57
Samos Heraion,SH,Polygonum convolvulus L.,Polygonaceae,Polygonum,W,0,14
Samos Heraion,SH,Polygonum sp.,Polygonaceae,Polygonum,W,0,14
Samos Heraion,SH,Portulaca oleracea L.,Portulacaceae,Portulaca,K,0,14
Samos Heraion,SH,Potamogeton coloratus,Potamogetonaceae,Potamogeton,W,0,14
Samos Heraion,SH,Potamogeton natans L.,Potamogetonaceae,Potamogeton,W,0,43
Samos Heraion,SH,Potamogeton sp.,Potamogetonaceae,Potamogeton,W,0,57
Samos Heraion,SH,Prunus persica (L.) Batsch,Rosaceae,Prunus,W,0,14
Samos Heraion,SH,Punica granatum L.,Punicaceae,Punica,D,0,86
Samos Heraion,SH,Quercus sp.,Fagaceae,Quercus,W,0,57
Samos Heraion,SH,Ranunculus arvensis L.,Ranunculaceae,Ranunculus,W,0,14
Samos Heraion,SH,Ranunculus bulbosus L.,Ranunculaceae,Ranunculus,W,0,14
Samos Heraion,SH,Ranunculus repens L.,Ranunculaceae,Ranunculus,W,0,14
Samos Heraion,SH,Ranunculus sardous,Ranunculaceae,Ranunculus,W,1,86
Samos Heraion,SH,Raphanus raphanistrum L.,Brassicaceae,Raphanus,W,0,43
Samos Heraion,SH,Rhynchospora sp.,Cyperaceae,Rhynchospora,W,0,57
Samos Heraion,SH,Rosa sp. L.,Rosaceae,Rosa,W,0,86
Samos Heraion,SH,Rubus fruticosus agg.,Rosaceae,Rubus,W,0,86
Samos Heraion,SH,Rumex acetosella L.,Polygonaceae,Rumex,W,0,43
Samos Heraion,SH,Rumex conglomeratus Murray,Polygonaceae,Rumex,W,0,14
Samos Heraion,SH,Rumex sp.,Polygonaceae,Rumex,W,0,100
Samos Heraion,SH,Salicornia europaea L.,Chenopodiaceae,Salicornia,W,0,14
Samos Heraion,SH,Scirpus lacustris L.,Cyperaceae,Scirpus,W,0,43
Samos Heraion,SH,Scirpus maritimus L.,Cyperaceae,Scirpus,W,0,29
Samos Heraion,SH,Scirpus sp.,Cyperaceae,Scirpus,W,0,43
Samos Heraion,SH,Scirpus tabernaemontani C.C.Gmelin,Cyperaceae,Scirpus,W,0,86
Samos Heraion,SH,Silene alba (Miller) Krause,Caryophyllaceae,Silene,W,0,29
Samos Heraion,SH,Silene sp.,Caryophyllaceae,Silene,W,0,29
Samos Heraion,SH,Solanum nigrum L.,Solanaceae,Solanum,W,0,71
Samos Heraion,SH,Solanum sp.,Solanaceae,Solanum,W,0,29
Samos Heraion,SH,Sonchus asper,Asteraceae,Sonchus,W,0,43
Samos Heraion,SH,Sonchus sp.,Asteraceae,Sonchus,W,0,14
Samos Heraion,SH,Stachys annua,Lamiaceae,Stachys,W,0,14
Samos Heraion,SH,Stachys palustris,Lamiaceae,Stachys,W,0,14
Samos Heraion,SH,Stachys sp.,Lamiaceae,Stachys,W,0,14
Samos Heraion,SH,Stellaria media (L.) Vill.,Caryophyllaceae,Stellaria,W,0,43
Samos Heraion,SH,Stellaria palustris,Caryophyllaceae,Stellaria,W,0,14
Samos Heraion,SH,Stellaria sp.,Caryophyllaceae,Stellaria,W,0,14
Samos Heraion,SH,Teucrium montanum L.,Lamiaceae,Teucrium,W,0,43
Samos Heraion,SH,Teucrium scordium L.,Lamiaceae,Teucrium,W,0,14
Samos Heraion,SH,Thalictrum flavum L.,Ranunculaceae,Thalictrum,W,0,14
Samos Heraion,SH,Trifolium medium L.,Fabaceae,Trifolium,W,0,14
Samos Heraion,SH,Trifolium subterraneum L. pod,Fabaceae,Trifolium,W,0,43
Samos Heraion,SH,Triticum dicoccum grains,Poaceae,Triticum,D,0,14
Samos Heraion,SH,Triticum species free threshing wheat hexaploid grains,Poaceae,Triticum,D,0,14
Samos Heraion,SH,Triticum species indeterminate fr thr/gl wheat grains,Poaceae,Triticum,D,0,14
Samos Heraion,SH,Typha sp.,Typhaceae,Typha,W,0,43
Samos Heraion,SH,Apiaceae indeterminate,Apiaceae,_,W,0,14
Samos Heraion,SH,Urtica dioica L.,Urticaceae,Urtica,W,0,14
Samos Heraion,SH,Urtica pilulifera L.,Urticaceae,Urtica,W,0,14
Samos Heraion,SH,Urtica urens L.,Urticaceae,Urtica,W,0,14
Samos Heraion,SH,Valerianella dentata (L.) Pollich,Valerianaceae,Valerianella,W,0,57
Samos Heraion,SH,Valerianella sp. Miller,Valerianaceae,Valerianella,W,0,29
Samos Heraion,SH,Verbena officinalis L.,Verbenaceae,Verbena,W,0,71
Samos Heraion,SH,Vitex agnus_castus L.,Verbenaceae,Vitex,W,21,86
Samos Heraion,SH,Vitis vinifera L. pips,Vitaceae,Vitis,D,2,100
Samos Heraion,SH,Zanichellia palustris L.,Zannichelliaceae,Zanichellia,W,1,86
Saqqara,S_DP,Acacia nilotica (L.) Delile,Fabaceae,Acacia,W,0,0
Saqqara,S_DP,Anthemis pseudocotula Boiss.,Asteraceae,Anthemis,W,0,0
Saqqara,S_DP,Balanites aegyptiaca Delile,Balanitaceae,Balanites,W,0,0
Saqqara,S_DP,Beta vulgaris L.,Chenopodiaceae,Beta,D,0,0
Saqqara,S_DP,Lathyrus aphaca L.,Fabaceae,Lathyrus,W,0,0
Saqqara,S_DP,Lathyrus hirsutus L.,Fabaceae,Lathyrus,W,0,0
Saqqara,S_DP,Lathyrus marmoratus Boiss. & Bl. in Boiss.,Fabaceae,Lathyrus,W,0,0
Saqqara,S_DP,Lolium temulentum L.,Poaceae,Lolium,W,0,0
Saqqara,S_DP,Medicago polymorpha L.,Fabaceae,Medicago,W,0,0
Saqqara,S_DP,Phalaris paradoxa L.,Poaceae,Phalaris,W,0,0
Saqqara,S_DP,Rumex dentatus L.,Polygonaceae,Rumex,W,0,0
Saqqara,S_DP,Scorpiurus muricatus L.,Fabaceae,Scorpiurus,W,0,0
Saqqara,S_DP,Trigonella spicata Sibth. & Sm.,Fabaceae,Trigonella,W,0,0
Saqqara,S_DP,Vicia lutea L.,Fabaceae,Vicia,W,0,0
Saqqara,S_DP,Vicia narbonensis L.,Fabaceae,Vicia,W,0,0
Saqqara,S_DP,Vicia sativa L.,Fabaceae,Vicia,D,0,0
Saqqara,S_DP,Ziziphus spina_christi var. aucheri (Boiss.) M.Qaiser & S.Nazimuddin,Rhamnaceae,Ziziphus,D,0,0
Saqqara,S_QIG,Triticum dicoccum grains,Poaceae,Triticum,D,0,0
Sataf,SAT_C,Anagallis arvensis L.,Primulaceae,Anagallis,W,0,8
Sataf,SAT_C,Poaceae indet.,Poaceae,_,W,0,42
Sataf,SAT_C,Lathyrus cicera/sativus,Fabaceae,Lathyrus,D,0,8
Sataf,SAT_C,Lens culinaris Medik.,Fabaceae,Lens,D,0,8
Sataf,SAT_C,Olea europaea L.,Oleaceae,Olea,D,0,17
Sataf,SAT_C,Triticum species indeterminate fr thr/gl wheat grains,Poaceae,Triticum,D,0,8
Sataf,SAT_EB,Cleome sp.,Capparaceae,Cleome,W,0,0
Sataf,SAT_EB,Poaceae indet.,Poaceae,_,W,0,0
Sataf,SAT_EB,Hordeum sp. (wild),Poaceae,Hordeum,W,0,0
Sataf,SAT_EB,Lens culinaris Medik.,Fabaceae,Lens,D,0,0
Sataf,SAT_EB,Olea europaea L.,Oleaceae,Olea,D,0,0
Sataf,SAT_EB,Pistacia atlantica/palaestina,Anacardiaceae,Pistacia,D,0,0
Sataf,SAT_EB,Trigonella sp.,Fabaceae,Trigonella,W,0,0
Sataf,SAT_EB,Triticum species indeterminate fr thr/gl wheat grains,Poaceae,Triticum,D,0,0
Serce Limani,SL_GW,Amygdalus communis L.,Rosaceae,Amygdalus,D,2,2
Serce Limani,SL_GW,Corylus avellana,Betulaceae,Corylus,W,1,1
Serce Limani,SL_GW,Olea europaea L.,Oleaceae,Olea,D,11,10
Serce Limani,SL_GW,Pistacia vera L. ,Anacardiaceae,Pistacia,W,1,1
Serce Limani,SL_GW,Prunus armeniaca L.,Rosaceae,Prunus,K,1,1
Serce Limani,SL_GW,Prunus cerasus L.,Rosaceae,Prunus,K,1,1
Serce Limani,SL_GW,Prunus domestica L.,Rosaceae,Prunus,D,3,2
Serce Limani,SL_GW,Rhus coriaria L.,Anacardiaceae,Rhus,W,65,6
Serce Limani,SL_GW,Vitis vinifera L. pips,Vitaceae,Vitis,D,17,15
Serce Limani,SL_HW,Alcea excubita Iljn,Malvaceae,Alcea,W,0,1
Serce Limani,SL_HW,Coriandrum sativum,Apiaceae,Coriandrum,D,1,4
Serce Limani,SL_HW,Ficus carica L.,Moraceae,Ficus,D,11,39
Serce Limani,SL_HW,Galeopsis sp.,Lamiaceae,Galeopsis,W,0,1
Serce Limani,SL_HW,Heliotropium europaeum L.,Boraginaceae,Heliotropium,W,2,11
Serce Limani,SL_HW,Medicago sp.,Fabaceae,Medicago,W,1,4
Serce Limani,SL_HW,Olea europaea L.,Oleaceae,Olea,D,2,10
Serce Limani,SL_HW,Pinus pinea L.,Pinaceae,Pinus,W,0,2
Serce Limani,SL_HW,Polygonum aviculare L.,Polygonaceae,Polygonum,W,2,13
Serce Limani,SL_HW,Prunus sp.,Rosaceae,Prunus,D,0,2
Serce Limani,SL_HW,Punica granatum L.,Punicaceae,Punica,D,0,1
Serce Limani,SL_HW,Ranunculus marginatus dUrv.,Ranunculaceae,Ranunculus,W,0,2
Serce Limani,SL_HW,Rubus sp.,Rosaceae,Rubus,W,0,1
Serce Limani,SL_HW,Rumex sp.,Polygonaceae,Rumex,W,0,1
Serce Limani,SL_HW,Sarcopoterium spinosum (L.) Spach,Rosaceae,Sarcopoterium,W,73,74
Serce Limani,SL_HW,Vitis vinifera L. pips,Vitaceae,Vitis,D,7,35
Servia,SER_LN,Brassica sp.,Brassicaceae,Brassica,W,0,10
Servia,SER_LN,Bromus sp.,Poaceae,Bromus,W,0,20
Servia,SER_LN,Centaurea calcitrapa L.,Asteraceae,Centaurea,W,0,10
Servia,SER_LN,Cereal indeterminate grains,Poaceae,_,D,0,90
Servia,SER_LN,Chenopodium sp.,Chenopodiaceae,Chenopodium,W,0,10
Servia,SER_LN,Fumaria officinalis L.,Papaveraceae,Fumaria,W,0,10
Servia,SER_LN,Hordeum distichum/vulgare grain (hulled),Poaceae,Hordeum,D,0,10
Servia,SER_LN,Hordeum distichum/vulgare grain (naked),Poaceae,Hordeum,D,6,90
Servia,SER_LN,Lathyrus cicera L.,Fabaceae,Lathyrus,W,0,30
Servia,SER_LN,Lathyrus sativus L.,Fabaceae,Lathyrus,D,47,30
Servia,SER_LN,Fabaceae indet.,Fabaceae,_,W,0,30
Servia,SER_LN,Lens sp.,Fabaceae,Lens,D,28,90
Servia,SER_LN,Lithospermum arvense L.,Boraginaceae,Lithospermum,W,1,40
Servia,SER_LN,Malus sylvestris Miller,Rosaceae,Malus,W,0,20
Servia,SER_LN,Malva sp.,Malvaceae,Malva,W,0,10
Servia,SER_LN,Medicago sp.,Fabaceae,Medicago,W,0,10
Servia,SER_LN,Mercurialis annua L.,Euphorbiaceae,Mercurialis,W,0,10
Servia,SER_LN,Pistacia sp.,Anacardiaceae,Pistacia,W,0,20
Servia,SER_LN,Pisum sativum L.,Fabaceae,Pisum,D,0,10
Servia,SER_LN,Polygonum/Rumex sp.,Polygonaceae,Polygonum/Rumex,W,0,10
Servia,SER_LN,Quercus sp.,Fagaceae,Quercus,W,0,10
Servia,SER_LN,Rubus sp.,Rosaceae,Rubus,W,0,10
Servia,SER_LN,Triticum dicoccum grains,Poaceae,Triticum,D,15,90
Servia,SER_LN,Triticum dicoccum glume bases,Poaceae,Triticum,D,0,40
Servia,SER_LN,Triticum dicoccum spikelet forks,Poaceae,Triticum,D,0,30
Servia,SER_LN,Triticum monococcum glume bases,Poaceae,Triticum,D,0,10
Servia,SER_LN,Triticum monococcum grains (1/2g),Poaceae,Triticum,D,0,40
Servia,SER_LN,Triticum monococcum spikelet forks,Poaceae,Triticum,D,0,30
Servia,SER_LN,Vicia ervilia (L.) Willd.,Fabaceae,Vicia,D,0,30
Servia,SER_LN,Vicia sp.,Fabaceae,Vicia,D,0,10
Servia,SER_LN,Vitis sylvestris Gmelin,Vitaceae,Vitis,W,0,10
Servia,SER_MN,Ajuga chamaepitys (L.) Schreber,Lamiaceae,Ajuga,W,0,2
Servia,SER_MN,Brassica sp.,Brassicaceae,Brassica,W,0,2
Servia,SER_MN,Celtis sp.,Ulmaceae,Celtis,W,0,5
Servia,SER_MN,Cereal indeterminate grains,Poaceae,_,D,0,95
Servia,SER_MN,Chenopodium sp.,Chenopodiaceae,Chenopodium,W,0,5
Servia,SER_MN,Coriandrum sativum,Apiaceae,Coriandrum,D,0,2
Servia,SER_MN,Poaceae indet.,Poaceae,_,W,0,5
Servia,SER_MN,Hordeum distichum/vulgare rachis,Poaceae,Hordeum,D,0,5
Servia,SER_MN,Hordeum distichum/vulgare grain (hulled),Poaceae,Hordeum,D,0,7
Servia,SER_MN,Hordeum distichum/vulgare grain (naked),Poaceae,Hordeum,D,7,51
Servia,SER_MN,Lathyrus cicera L.,Fabaceae,Lathyrus,W,3,21
Servia,SER_MN,Lathyrus sativus L.,Fabaceae,Lathyrus,D,7,28
Servia,SER_MN,Fabaceae indet.,Fabaceae,_,W,0,26
Servia,SER_MN,Lens sp.,Fabaceae,Lens,D,65,88
Servia,SER_MN,Linum sp.,Linaceae,Linum,W,0,5
Servia,SER_MN,Lithospermum arvense L.,Boraginaceae,Lithospermum,W,1,28
Servia,SER_MN,Malus sylvestris Miller,Rosaceae,Malus,W,0,2
Servia,SER_MN,Mercurialis annua L.,Euphorbiaceae,Mercurialis,W,0,2
Servia,SER_MN,Polygonum/Rumex sp.,Polygonaceae,Polygonum/Rumex,W,0,2
Servia,SER_MN,Prunus sp.,Rosaceae,Prunus,D,0,2
Servia,SER_MN,Rubus sp.,Rosaceae,Rubus,W,0,2
Servia,SER_MN,Sambucus sp.,Caprifoliaceae,Sambucus,W,0,2
Servia,SER_MN,Triticum dicoccum grains,Poaceae,Triticum,D,11,70
Servia,SER_MN,Triticum dicoccum glume bases,Poaceae,Triticum,D,1,37
Servia,SER_MN,Triticum dicoccum spikelet forks,Poaceae,Triticum,D,2,47
Servia,SER_MN,Triticum monococcum glume bases,Poaceae,Triticum,D,0,23
Servia,SER_MN,Triticum monococcum grains (1/2g),Poaceae,Triticum,D,2,51
Servia,SER_MN,Triticum monococcum spikelet forks,Poaceae,Triticum,D,1,30
Servia,SER_MN,Veronica persica Poiret,Plantaginaceae,Veronica,W,0,2
Servia,SER_MN,Vicia/Lathyrus,Fabaceae,Vicia/Lathyrus,W,0,2
Servia,SER_MN,Vicia sp.,Fabaceae,Vicia,D,0,7
Servia,SER_MN,Vitis sylvestris Gmelin,Vitaceae,Vitis,W,0,2
Sesklo,S_EN,Agrostemma githago L.,Caryophyllaceae,Agrostemma,W,0,29
Sesklo,S_EN,Avena sp.,Poaceae,Avena,W,0,71
Sesklo,S_EN,Bromus secalinus L.,Poaceae,Bromus,W,0,29
Sesklo,S_EN,Capparaceae indeterminate,Capparaceae,_,W,0,29
Sesklo,S_EN,Caryophyllaceae indet.,Caryophyllaceae,_,W,0,43
Sesklo,S_EN,Cereal indeterminate grains,Poaceae,_,D,0,71
Sesklo,S_EN,Chenopodiaceae indet.,Chenopodiaceae,_,W,0,57
Sesklo,S_EN,Cyperaceae indet.,Cyperaceae,_,W,0,14
Sesklo,S_EN,Ficus carica L.,Moraceae,Ficus,D,0,100
Sesklo,S_EN,Galium spurium L.,Rubiaceae,Galium,W,0,71
Sesklo,S_EN,Poaceae indet.,Poaceae,_,W,0,71
Sesklo,S_EN,Hordeum distichum/vulgare grain (hulled),Poaceae,Hordeum,D,0,29
Sesklo,S_EN,Hordeum vulgare vulgare grain (hulled),Poaceae,Hordeum,D,0,14
Sesklo,S_EN,Hordeum distichum grain (hulled),Poaceae,Hordeum,D,0,14
Sesklo,S_EN,Fabaceae indeterminate large,Fabaceae,_,W,0,71
Sesklo,S_EN,Lens sp.,Fabaceae,Lens,D,0,57
Sesklo,S_EN,Lithospermum arvense L.,Boraginaceae,Lithospermum,W,0,86
Sesklo,S_EN,Pistacia atlantica Desf.,Anacardiaceae,Pistacia,D,0,86
Sesklo,S_EN,Plantaginaceae indeterminate,Plantaginaceae,_,W,0,14
Sesklo,S_EN,Polygonaceae indet.,Polygonaceae,_,W,0,43
Sesklo,S_EN,Portulaca oleracea L.,Portulacaceae,Portulaca,K,0,14
Sesklo,S_EN,Triticum dicoccum grains,Poaceae,Triticum,D,0,100
Sesklo,S_EN,Triticum species indeterminate free threshing wheat grains,Poaceae,Triticum,D,0,14
Sesklo,S_EN,Triticum monococcum grains (1g),Poaceae,Triticum,D,0,100
Sesklo,S_EN,Vicia ervilia (L.) Willd.,Fabaceae,Vicia,D,0,29
Sesklo,S_EN,Vitis sp.,Vitaceae,Vitis,W,0,14
Sesklo,S_LN,Chenopodiaceae indet.,Chenopodiaceae,_,W,0,50
Sesklo,S_LN,Ficus carica L.,Moraceae,Ficus,D,0,100
Sesklo,S_LN,Hordeum distichum/vulgare grain (hulled),Poaceae,Hordeum,D,0,50
Sesklo,S_LN,Hordeum distichum/vulgare grain (naked),Poaceae,Hordeum,D,0,50
Sesklo,S_LN,Hordeum vulgare vulgare grain (hulled),Poaceae,Hordeum,D,0,50
Sesklo,S_LN,Linum usitatissimum L.,Linaceae,Linum,D,0,50
Sesklo,S_LN,Lithospermum arvense L.,Boraginaceae,Lithospermum,W,0,100
Sesklo,S_LN,Triticum dicoccum grains,Poaceae,Triticum,D,0,100
Sesklo,S_LN,Triticum monococcum grains (1g),Poaceae,Triticum,D,0,50
Sesklo,S_LN,Vitis sp.,Vitaceae,Vitis,W,0,50
Sesklo,S_MN,Avena sp.,Poaceae,Avena,W,0,25
Sesklo,S_MN,Capparaceae indeterminate,Capparaceae,_,W,0,25
Sesklo,S_MN,Caryophyllaceae indet.,Caryophyllaceae,_,W,0,25
Sesklo,S_MN,Ficus carica L.,Moraceae,Ficus,D,0,50
Sesklo,S_MN,Poaceae indet.,Poaceae,_,W,0,50
Sesklo,S_MN,Hordeum distichum/vulgare grain (hulled),Poaceae,Hordeum,D,0,25
Sesklo,S_MN,Hordeum vulgare vulgare grain (hulled),Poaceae,Hordeum,D,0,25
Sesklo,S_MN,Lens sp.,Fabaceae,Lens,D,0,25
Sesklo,S_MN,Linum usitatissimum L.,Linaceae,Linum,D,0,25
Sesklo,S_MN,Lithospermum arvense L.,Boraginaceae,Lithospermum,W,0,50
Sesklo,S_MN,Pistacia atlantica Desf.,Anacardiaceae,Pistacia,D,0,25
Sesklo,S_MN,Plantaginaceae indeterminate,Plantaginaceae,_,W,0,25
Sesklo,S_MN,Polygonaceae indet.,Polygonaceae,_,W,0,25
Sesklo,S_MN,Triticum dicoccum grains,Poaceae,Triticum,D,0,100
Sesklo,S_MN,Triticum monococcum grains (1g),Poaceae,Triticum,D,0,75
Sesklo,S_MN,Vitis sp.,Vitaceae,Vitis,W,0,25
Sesklo,S_PN,Avena sp.,Poaceae,Avena,W,0,33
Sesklo,S_PN,Capparaceae indeterminate,Capparaceae,_,W,0,67
Sesklo,S_PN,Cereal indeterminate grains,Poaceae,_,D,0,33
Sesklo,S_PN,Chenopodiaceae indet.,Chenopodiaceae,_,W,0,67
Sesklo,S_PN,Ficus carica L.,Moraceae,Ficus,D,0,67
Sesklo,S_PN,Poaceae indet.,Poaceae,_,W,0,67
Sesklo,S_PN,Hordeum distichum/vulgare grain (hulled),Poaceae,Hordeum,D,0,33
Sesklo,S_PN,Hordeum vulgare vulgare grain (hulled),Poaceae,Hordeum,D,0,67
Sesklo,S_PN,Hordeum distichum grain (hulled),Poaceae,Hordeum,D,0,0
Sesklo,S_PN,Fabaceae indeterminate large,Fabaceae,_,W,0,67
Sesklo,S_PN,Lens sp.,Fabaceae,Lens,D,0,33
Sesklo,S_PN,Pistacia atlantica Desf.,Anacardiaceae,Pistacia,D,0,100
Sesklo,S_PN,Pisum sp.,Fabaceae,Pisum,W,0,0
Sesklo,S_PN,Polygonaceae indet.,Polygonaceae,_,W,0,67
Sesklo,S_PN,Portulaca oleracea L.,Portulacaceae,Portulaca,K,0,33
