Site,Phase,Taxon,Family,Genus,domestic_wild,Proportion_per_Phase,Ubquity
Pella,PEL_IAI,Lens culinaris Medik.,Fabaceae,Lens,D,,
Pella,PEL_IAI,Linum usitatissimum L.,Linaceae,Linum,D,,
Pella,PEL_IAI,Olea europaea L.,Oleaceae,Olea,D,,
Pella,PEL_IAI,Pisum sativum L.,Fabaceae,Pisum,D,,
Pella,PEL_IAI,Punica granatum L.,Punicaceae,Punica,D,,
Pella,PEL_IAI,Triticum species free threshing wheat hexaploid grains,Poaceae,Triticum,D,,
Pella,PEL_IAI,Vicia ervilia (L.) Willd.,Fabaceae,Vicia,D,,
Pella,PEL_IAI,Vitis vinifera L. pips,Vitaceae,Vitis,D,,
Pella,PEL_LBA,Celtis sp.,Ulmaceae,Celtis,W,4,20
Pella,PEL_LBA,Cicer arietinum L.,Fabaceae,Cicer,D,14,20
Pella,PEL_LBA,Poaceae indet.,Poaceae,_,W,14,20
Pella,PEL_LBA,Hordeum distichum grain (hulled),Poaceae,Hordeum,D,25,60
Pella,PEL_LBA,Lens culinaris Medik.,Fabaceae,Lens,D,11,60
Pella,PEL_LBA,Triticum dicoccum grains,Poaceae,Triticum,D,7,20
Pella,PEL_LBA,Vicia ervilia (L.) Willd.,Fabaceae,Vicia,D,18,60
Pella,PEL_LBA,Vicia faba L.,Fabaceae,Vicia,D,4,20
Pella,PEL_LBA,Vitis vinifera L. pips,Vitaceae,Vitis,D,4,20
Phaistos,PHA,Hordeum distichum/vulgare grain (hulled),Poaceae,Hordeum,D,0,0
Phaistos,PHA,Olea sp. L.,Oleaceae,Olea,W,0,0
Phaistos,PHA,Pisum sativum L.,Fabaceae,Pisum,D,0,0
Phaistos,PHA,Vicia ervilia (L.) Willd.,Fabaceae,Vicia,D,0,0
Pirak,PI_I,Avena sp.,Poaceae,Avena,W,0,0
Pirak,PI_I,cf. Sorghum sp.,Poaceae,Sorghum,W,0,0
Pirak,PI_I,Citrullus colocynthis (L.) Schrader in Linnaea,Cucurbitaceae,Citrullus,W,0,0
Pirak,PI_I,Hordeum distichum/vulgare grain (naked),Poaceae,Hordeum,D,0,0
Pirak,PI_I,Linum usitatissimum L.,Linaceae,Linum,D,0,0
Pirak,PI_I,Oryza sativa,Poaceae,Oryza,D,0,0
Pirak,PI_I,Panicum miliaceum,Poaceae,Panicum,D,0,0
Pirak,PI_I,Panicum sp.,Poaceae,Panicum,W,0,0
Pirak,PI_I,Triticum species indeterminate free threshing wheat grains,Poaceae,Triticum,D,0,0
Pirak,PI_I,Vitis vinifera L. pips,Vitaceae,Vitis,D,0,0
Pirak,PI_I,Ziziphus jujuba Miller,Rhamnaceae,Ziziphus,D,0,0
Pirak,PI_II,Oryza sativa,Poaceae,Oryza,D,0,0
Pirak,PI_III,Oryza sativa,Poaceae,Oryza,D,0,0
Platia Magoula Zarkou,PMZ_EBA,Avena sp.,Poaceae,Avena,W,1,25
Platia Magoula Zarkou,PMZ_EBA,Cereal indeterminate grains,Poaceae,_,D,0,25
Platia Magoula Zarkou,PMZ_EBA,Hordeum distichum/vulgare grain (hulled),Poaceae,Hordeum,D,13,50
Platia Magoula Zarkou,PMZ_EBA,Hordeum vulgare vulgare grain (hulled),Poaceae,Hordeum,D,43,50
Platia Magoula Zarkou,PMZ_EBA,Hordeum sp. grains,Poaceae,Hordeum,W,3,25
Platia Magoula Zarkou,PMZ_EBA,Triticum monococcum/dicoccum grains,Poaceae,Triticum,D,1,50
Platia Magoula Zarkou,PMZ_EBA,Triticum dicoccum grains,Poaceae,Triticum,D,11,25
Platia Magoula Zarkou,PMZ_EBA,Triticum dicoccum glume bases,Poaceae,Triticum,D,0,25
Platia Magoula Zarkou,PMZ_EBA,Triticum species indeterminate fr thr/gl wheat grains,Poaceae,Triticum,D,0,25
Platia Magoula Zarkou,PMZ_EBA,Vicia ervilia (L.) Willd.,Fabaceae,Vicia,D,28,25
Platia Magoula Zarkou,PMZ_ILN,Avena sp.,Poaceae,Avena,W,0,100
Platia Magoula Zarkou,PMZ_ILN,Hordeum distichum/vulgare grain (hulled),Poaceae,Hordeum,D,0,100
Platia Magoula Zarkou,PMZ_ILN,Hordeum vulgare vulgare grain (hulled),Poaceae,Hordeum,D,0,100
Platia Magoula Zarkou,PMZ_ILN,Lens sp.,Fabaceae,Lens,D,0,100
Platia Magoula Zarkou,PMZ_ILN,Triticum dicoccum grains,Poaceae,Triticum,D,1,100
Platia Magoula Zarkou,PMZ_ILN,Triticum monococcum grains (1/2g),Poaceae,Triticum,D,1,100
Platia Magoula Zarkou,PMZ_ILN,Vicia ervilia (L.) Willd.,Fabaceae,Vicia,D,97,100
Platia Magoula Zarkou,PMZ_ILN,Vicia/Lathyrus,Fabaceae,Vicia/Lathyrus,W,0,100
Platia Magoula Zarkou,PMZ_MBA,Quercus sp.,Fagaceae,Quercus,W,0,0
Platia Magoula Zarkou,PMZ_MN,Hordeum vulgare vulgare grain (hulled),Poaceae,Hordeum,D,0,100
Platia Magoula Zarkou,PMZ_MN,Lens culinaris Medik.,Fabaceae,Lens,D,0,50
Platia Magoula Zarkou,PMZ_MN,Lolium temulentum L.,Poaceae,Lolium,W,0,50
Platia Magoula Zarkou,PMZ_MN,Triticum dicoccum grains,Poaceae,Triticum,D,0,50
Platia Magoula Zarkou,PMZ_MN,Triticum monococcum grains (1/2g),Poaceae,Triticum,D,1,100
Platia Magoula Zarkou,PMZ_MN,Vicia ervilia (L.) Willd.,Fabaceae,Vicia,D,99,100
Prodromos,Pd,Cornus mas L.,Cornaceae,Cornus,W,1,38
Prodromos,Pd,Hordeum distichum/vulgare grain (hulled),Poaceae,Hordeum,D,2,50
Prodromos,Pd,Lathyrus sativus L.,Fabaceae,Lathyrus,D,12,13
Prodromos,Pd,Lens sp.,Fabaceae,Lens,D,1,25
Prodromos,Pd,Pisum sp.,Fabaceae,Pisum,W,17,25
Prodromos,Pd,Quercus sp.,Fagaceae,Quercus,W,1,25
Prodromos,Pd,Triticum dicoccum grains,Poaceae,Triticum,D,45,38
Prodromos,Pd,Triticum dicoccum grains (1g),Poaceae,Triticum,D,5,38
Prodromos,Pd,Triticum dicoccum spikelet forks,Poaceae,Triticum,D,0,13
Prodromos,Pd,Triticum monococcum grains (1g),Poaceae,Triticum,D,16,38
Prodromos,Pd,Triticum monococcum grains (2g),Poaceae,Triticum,D,1,13
Pylos,PYL,Ficus carica L.,Moraceae,Ficus,D,0,0
Pyrasos,PY_LN,Hordeum vulgare vulgare grain (hulled),Poaceae,Hordeum,D,71,100
Pyrasos,PY_LN,Pisum sp.,Fabaceae,Pisum,W,1,100
Pyrasos,PY_LN,Triticum dicoccum grains,Poaceae,Triticum,D,24,100
Pyrasos,PY_LN,Triticum monococcum grains (1/2g),Poaceae,Triticum,D,4,100
Qaleh Ismail Aqa,QI_IA,Chenopodium sp.,Chenopodiaceae,Chenopodium,W,0,10
Qaleh Ismail Aqa,QI_IA,Hordeum vulgare vulgare grain (hulled),Poaceae,Hordeum,D,0,20
Qaleh Ismail Aqa,QI_IA,Lens culinaris Medik.,Fabaceae,Lens,D,0,30
Qaleh Ismail Aqa,QI_IA,Lithospermum arvense L.,Boraginaceae,Lithospermum,W,0,10
Qaleh Ismail Aqa,QI_IA,Triticum dicoccum grains,Poaceae,Triticum,D,0,20
Qaleh Ismail Aqa,QI_IA,Triticum species free threshing wheat hexaploid grains,Poaceae,Triticum,D,0,30
Qaleh Ismail Aqa,QI_IA,Triticum species indeterminate free threshing wheat grains,Poaceae,Triticum,D,0,10
Qaleh Ismail Aqa,QI_IS,Aegilops sp. grains,Poaceae,Aegilops,W,0,33
Qaleh Ismail Aqa,QI_IS,Avena sativa,Poaceae,Avena,D,0,33
Qaleh Ismail Aqa,QI_IS,Chenopodium sp.,Chenopodiaceae,Chenopodium,W,0,67
Qaleh Ismail Aqa,QI_IS,Galium aparine L.,Rubiaceae,Galium,W,0,100
Qaleh Ismail Aqa,QI_IS,Hordeum distichum/vulgare grain (naked),Poaceae,Hordeum,D,0,33
Qaleh Ismail Aqa,QI_IS,Hordeum distichum grain (hulled),Poaceae,Hordeum,D,0,33
Qaleh Ismail Aqa,QI_IS,Lens culinaris Medik.,Fabaceae,Lens,D,0,33
Qaleh Ismail Aqa,QI_IS,Linum usitatissimum L.,Linaceae,Linum,D,0,33
Qaleh Ismail Aqa,QI_IS,Lithospermum arvense L.,Boraginaceae,Lithospermum,W,0,67
Qaleh Ismail Aqa,QI_IS,Panicum miliaceum,Poaceae,Panicum,D,0,33
Qaleh Ismail Aqa,QI_IS,Polygonum sp.,Polygonaceae,Polygonum,W,0,67
Qaleh Ismail Aqa,QI_IS,Triticum dicoccum grains,Poaceae,Triticum,D,0,67
Qaleh Ismail Aqa,QI_IS,Triticum species free threshing wheat hexaploid grains,Poaceae,Triticum,D,0,67
Qaleh Ismail Aqa,QI_IS,Triticum species indeterminate free threshing wheat grains,Poaceae,Triticum,D,0,33
Qaleh Ismail Aqa,QI_IS,Triticum monococcum grains (1/2g),Poaceae,Triticum,D,0,33
Qaryat Medad,QAME_M,Amygdalus communis L.,Rosaceae,Amygdalus,D,0,12
Qaryat Medad,QAME_M,Capparis sp.,Capparaceae,Capparis,W,0,38
Qaryat Medad,QAME_M,Cereal indeterminate awn fragment,Poaceae,_,W,0,12
Qaryat Medad,QAME_M,Cereal indeterminate grains,Poaceae,_,D,0,62
Qaryat Medad,QAME_M,Cereal indeterminate rachis,Poaceae,_,D,2,38
Qaryat Medad,QAME_M,Cicer arietinum L.,Fabaceae,Cicer,D,0,12
Qaryat Medad,QAME_M,Citrus limon (L.) Burm. Fil.,Rutaceae,Citrus,K,0,12
Qaryat Medad,QAME_M,Coriandrum sativum,Apiaceae,Coriandrum,D,0,12
Qaryat Medad,QAME_M,Cucumis melo/sativus,Cucurbitaceae,Cucumis,W,0,25
Qaryat Medad,QAME_M,Ficus carica L. fruit,Moraceae,Ficus,D,1,75
Qaryat Medad,QAME_M,Gossypium arboreum/herbaceum boll base,Malvaceae,Gossypium,D,0,12
Qaryat Medad,QAME_M,Gossypium arboreum/herbaceum,Malvaceae,Gossypium,D,1,12
Qaryat Medad,QAME_M,Hordeum distichum/vulgare rachis,Poaceae,Hordeum,D,9,50
Qaryat Medad,QAME_M,Hordeum distichum rachis ,Poaceae,Hordeum,D,1,38
Qaryat Medad,QAME_M,Hordeum distichum/vulgare grain (hulled),Poaceae,Hordeum,D,4,62
Qaryat Medad,QAME_M,Hordeum sp. grains,Poaceae,Hordeum,W,3,88
Qaryat Medad,QAME_M,Hordeum vulgare vulgare rachis,Poaceae,Hordeum,D,4,62
Qaryat Medad,QAME_M,Juglans regia L.,Juglandaceae,Juglans,D,0,12
Qaryat Medad,QAME_M,Lens culinaris Medik.,Fabaceae,Lens,D,0,25
Qaryat Medad,QAME_M,Oryza sativa glume base,Poaceae,Oryza,D,0,12
Qaryat Medad,QAME_M,Oryza sativa,Poaceae,Oryza,D,0,38
Qaryat Medad,QAME_M,Panicum miliaceum,Poaceae,Panicum,D,13,38
Qaryat Medad,QAME_M,Panicum/Setaria,Poaceae,Panicum/Setaria,W,0,38
Qaryat Medad,QAME_M,Phoenix dactylifera L. fruit,Palmaceae,Phoenix,W,0,12
Qaryat Medad,QAME_M,Pisum sativum L.,Fabaceae,Pisum,D,0,12
Qaryat Medad,QAME_M,Prunus domestica L.,Rosaceae,Prunus,D,0,25
Qaryat Medad,QAME_M,Prunus persica (L.) Batsch,Rosaceae,Prunus,W,0,12
Qaryat Medad,QAME_M,Prunus sp.,Rosaceae,Prunus,D,0,12
Qaryat Medad,QAME_M,Punica granatum L. fruit,Punicaceae,Punica,D,2,75
Qaryat Medad,QAME_M,Secale cereale grains,Poaceae,Secale,D,0,12
Qaryat Medad,QAME_M,Sesamum indicum L.,Pedaliaceae,Sesamum,D,0,38
Qaryat Medad,QAME_M,Setaria italica (L.) P. Beauv.,Poaceae,Setaria,D,0,25
Qaryat Medad,QAME_M,Triticum species free threshing wheat hexaploid rachis,Poaceae,Triticum,D,3,38
Qaryat Medad,QAME_M,Triticum species free threshing wheat tetraploid rachis,Poaceae,Triticum,D,4,50
Qaryat Medad,QAME_M,Triticum species indeterminate free threshing wheat grains,Poaceae,Triticum,D,5,75
Qaryat Medad,QAME_M,Triticum species indeterminate fr thr/gl wheat rachis,Poaceae,Triticum,D,6,62
Qaryat Medad,QAME_M,Vicia faba L.,Fabaceae,Vicia,D,0,12
Qaryat Medad,QAME_M,Vicia sp.,Fabaceae,Vicia,D,0,25
Qaryat Medad,QAME_M,Vigna unguiculata L.,Fabaceae,Vigna,D,0,12
Qaryat Medad,QAME_M,Vitis vinifera L. pips,Vitaceae,Vitis,D,32,88
Qaryat Medad,QAME_M,Vitis vinfera L. stalks,Vitaceae,Vitis,D,8,25
Qermez Dere,QD,Adonis sp.,Ranunculaceae,Adonis,W,0,0
Qermez Dere,QD,Aegilops sp. grains,Poaceae,Aegilops,W,0,0
Qermez Dere,QD,Aegilops sp. spikelet forks (spikelets),Poaceae,Aegilops,W,0,0
Qermez Dere,QD,Astragalus sp.,Fabaceae,Astragalus,W,0,0
Qermez Dere,QD,Cereal indeterminate culm,Poaceae,_,D,0,0
Qermez Dere,QD,Chenopodium sp.,Chenopodiaceae,Chenopodium,W,0,0
Qermez Dere,QD,Galium sp.,Rubiaceae,Galium,W,0,0
Qermez Dere,QD,Poaceae indet.,Poaceae,_,W,0,0
Qermez Dere,QD,Hordeum spontaneum/sativum grains,Poaceae,Hordeum,W,0,0
Qermez Dere,QD,Hordeum spontaneum/sativum rachis internodes,Poaceae,Hordeum,W,0,0
Qermez Dere,QD,Lens sp.,Fabaceae,Lens,D,0,0
Qermez Dere,QD,Pistacia sp.,Anacardiaceae,Pistacia,W,0,0
Qermez Dere,QD,Silene sp.,Caryophyllaceae,Silene,W,0,0
Qermez Dere,QD,Triticum boeoticum/Secale montanum grains,Poaceae,Triticum,W,0,0
Qermez Dere,QD,Vicia ervilia (L.) Willd.,Fabaceae,Vicia,D,0,0
Qermez Dere,QD,Vicia/Lathyrus,Fabaceae,Vicia/Lathyrus,W,0,0
Qermez Dere,QD,Vicia sativa L.,Fabaceae,Vicia,D,0,0
Ras an_Numayra,RAN_EBA_IB,Acacia tortilis ,Fabaceae,Acacia,W,0,
Ras an_Numayra,RAN_EBA_IB,Acacia tortilis ,Fabaceae,Acacia,W,0,
Ras an_Numayra,RAN_EBA_IB,Aizoon hispanicum,Aizoaceae,Aizoon,W,0,
Ras an_Numayra,RAN_EBA_IB,Androsace maxima L.,Primulaceae,Androsace,W,0,
Ras an_Numayra,RAN_EBA_IB,Anthemis sp. L.,Asteraceae,Anthemis,W,0,
Ras an_Numayra,RAN_EBA_IB,Avena sp. awns,Poaceae,Avena,W,0,
Ras an_Numayra,RAN_EBA_IB,Avena sp.,Poaceae,Avena,W,0,
Ras an_Numayra,RAN_EBA_IB,Bromus danthoniae Trin.,Poaceae,Bromus,W,1,
Ras an_Numayra,RAN_EBA_IB,Bromus sterilis L.,Poaceae,Bromus,W,3,
Ras an_Numayra,RAN_EBA_IB,Capparis sp.,Capparaceae,Capparis,W,0,
Ras an_Numayra,RAN_EBA_IB,Caryophyllaceae indet.,Caryophyllaceae,_,W,0,
Ras an_Numayra,RAN_EBA_IB,Centaurea sp. L.,Asteraceae,Centaurea,W,0,
Ras an_Numayra,RAN_EBA_IB,Cereal indeterminate grains,Poaceae,_,D,18,
Ras an_Numayra,RAN_EBA_IB,Chenopodium sp.,Chenopodiaceae,Chenopodium,W,1,
Ras an_Numayra,RAN_EBA_IB,Convolvulaceae indet.,Convolvulaceae,,,0,
Ras an_Numayra,RAN_EBA_IB,Coriandrum sp.,Apiaceae,Coriandrum,W,0,
Ras an_Numayra,RAN_EBA_IB,Brassicaceae indet.,Brassicaceae,_,W,0,
Ras an_Numayra,RAN_EBA_IB,Cucurbitaceae indeterminate,Cucurbitaceae,_,W,0,
Ras an_Numayra,RAN_EBA_IB,Cyperaceae indet.,Cyperaceae,_,W,0,
Ras an_Numayra,RAN_EBA_IB,Ficus carica L.,Moraceae,Ficus,D,1,
Ras an_Numayra,RAN_EBA_IB,Galium spurium L.,Rubiaceae,Galium,W,0,
Ras an_Numayra,RAN_EBA_IB,Galium tricornutum Dandy,Rubiaceae,Galium,W,0,
Ras an_Numayra,RAN_EBA_IB,Poaceae indet. culm fragments,Poaceae,_,W,4,
Ras an_Numayra,RAN_EBA_IB,Poaceae indet.,Poaceae,_,W,1,
Ras an_Numayra,RAN_EBA_IB,Hordeum distichum/vulgare grain,Poaceae,Hordeum,D,2,
Ras an_Numayra,RAN_EBA_IB,Hordeum distichum rachis ,Poaceae,Hordeum,D,8,
Ras an_Numayra,RAN_EBA_IB,Hordeum distichum/vulgare grain (hulled),Poaceae,Hordeum,D,11,
Ras an_Numayra,RAN_EBA_IB,Hordeum vulgare vulgare grain (hulled),Poaceae,Hordeum,D,1,
Ras an_Numayra,RAN_EBA_IB,Hordeum spontaneum Koch,Poaceae,Hordeum,W,1,
Ras an_Numayra,RAN_EBA_IB,Hordeum vulgare rachis,Poaceae,Hordeum,D,3,
Ras an_Numayra,RAN_EBA_IB,Hordeum vulgare vulgare rachis,Poaceae,Hordeum,D,1,
Ras an_Numayra,RAN_EBA_IB,Fabaceae indet. pod,Fabaceae,_,W,0,
Ras an_Numayra,RAN_EBA_IB,Fabaceae indeterminate small,Fabaceae,_,W,1,
Ras an_Numayra,RAN_EBA_IB,Lens culinaris Medik.,Fabaceae,Lens,D,1,
Ras an_Numayra,RAN_EBA_IB,Linum usitatissimum L. capsule,Linaceae,Linum,W,1,
Ras an_Numayra,RAN_EBA_IB,Linum usitatissimum L.,Linaceae,Linum,D,5,
Ras an_Numayra,RAN_EBA_IB,Lolium sp.,Poaceae,Lolium,W,0,
Ras an_Numayra,RAN_EBA_IB,Malva sp.,Malvaceae,Malva,W,1,
Ras an_Numayra,RAN_EBA_IB,Malva sp.,Malvaceae,Malva,W,0,
Ras an_Numayra,RAN_EBA_IB,Medicago sp.,Fabaceae,Medicago,W,3,
Ras an_Numayra,RAN_EBA_IB,Medicago sp. Sect. Spirocarpos Ser. (pod),Fabaceae,Medicago,W,0,
Ras an_Numayra,RAN_EBA_IB,Olea europaea L.,Oleaceae,Olea,D,0,
Ras an_Numayra,RAN_EBA_IB,Phalaris sp.,Poaceae,Phalaris,W,0,
Ras an_Numayra,RAN_EBA_IB,Phoenix dactylifera L.,Palmaceae,Phoenix,D,0,
Ras an_Numayra,RAN_EBA_IB,Pistacia atlantica Desf.,Anacardiaceae,Pistacia,D,0,
Ras an_Numayra,RAN_EBA_IB,Plantago ovata,Plantaginaceae,Plantago,W,1,
Ras an_Numayra,RAN_EBA_IB,Stipa sp.,Poaceae,Stipa,W,0,
Ras an_Numayra,RAN_EBA_IB,Triticum species indeterminate glume wheat glume bases,Poaceae,Triticum,D,7,
Ras an_Numayra,RAN_EBA_IB,Triticum dicoccum grains,Poaceae,Triticum,D,1,
Ras an_Numayra,RAN_EBA_IB,Triticum dicoccum glume bases,Poaceae,Triticum,D,10,
Ras an_Numayra,RAN_EBA_IB,Triticum species indeterminate glume wheat grains,Poaceae,Triticum,D,0,
Ras an_Numayra,RAN_EBA_IB,Triticum monococcum glume bases,Poaceae,Triticum,D,0,
Ras an_Numayra,RAN_EBA_IB,Triticum species indeterminate fr thr/gl wheat grains,Poaceae,Triticum,D,0,
Ras an_Numayra,RAN_EBA_IB,Apiaceae indeterminate,Apiaceae,_,W,0,
Ras an_Numayra,RAN_EBA_IB,Vicia type,Fabaceae,Vicia,W,0,
Ras an_Numayra,RAN_EBA_IB,Vitex agnus_castus L.,Verbenaceae,Vitex,W,0,
Ras an_Numayra,RAN_EBA_IB,Vitis vinifera fruit skin fragment,Vitaceae,Vitis,D,2,
Ras an_Numayra,RAN_EBA_IB,Vitis vinifera L. fruits,Vitaceae,Vitis,D,1,
Ras an_Numayra,RAN_EBA_IB,Vitis vinifera L. pips,Vitaceae,Vitis,D,6,
Ras an_Numayra,RAN_EBA_IB,Vitis vinifera L. peduncles,Vitaceae,Vitis,D,2,
Rifaat,R,Cereal indeterminate culm,Poaceae,_,D,19,50
Rifaat,R,Chenopodium sp.,Chenopodiaceae,Chenopodium,W,4,50
Rifaat,R,Galium/Rubia,Rubiaceae,Galium/Rubia,W,2,50
Rifaat,R,Hordeum distichum rachis ,Poaceae,Hordeum,D,12,50
Rifaat,R,Hordeum vulgare vulgare grain (hulled),Poaceae,Hordeum,D,0,50
Rifaat,R,Hordeum distichum grain (naked),Poaceae,Hordeum,D,46,50
Rifaat,R,Phalaris sp.,Poaceae,Phalaris,W,2,50
Rifaat,R,Triticum species free threshing wheat tetraploid rachis,Poaceae,Triticum,D,12,50
Rifaat,R,Triticum species indeterminate fr thr/gl wheat awn,Poaceae,Triticum,D,2,50
Rukeis,RK,Adonis sp.,Ranunculaceae,Adonis,W,0,0
Rukeis,RK,Amygdalus sp.,Rosaceae,Amygdalus,W,0,0
Rukeis,RK,Androsace sp. L.,Primulaceae,Androsace,W,4,0
Rukeis,RK,Astragalus sp.,Fabaceae,Astragalus,W,2,0
Rukeis,RK,Boraginaceae indeterminate,Boraginaceae,_,W,0,0
Rukeis,RK,Bromus sp.,Poaceae,Bromus,W,0,0
Rukeis,RK,Carthamus type,Asteraceae,Carthamus,W,6,0
Rukeis,RK,Cereal indeterminate culm,Poaceae,_,D,2,0
Rukeis,RK,Cereal indeterminate grains,Poaceae,_,D,1,0
Rukeis,RK,Cicer sp.,Fabaceae,Cicer,W,0,0
Rukeis,RK,Cyperaceae indet.,Cyperaceae,_,W,1,0
Rukeis,RK,Daucus type,Apiaceae,Daucus,W,0,0
Rukeis,RK,Galium sp.,Rubiaceae,Galium,W,4,0
Rukeis,RK,Poaceae indet.,Poaceae,_,W,8,0
Rukeis,RK,Hordeum sp. rachis internodes,Poaceae,Hordeum,W,2,0
Rukeis,RK,Hordeum vulgare vulgare grain (hulled),Poaceae,Hordeum,D,47,0
Rukeis,RK,Hordeum murinum type,Poaceae,Hordeum,W,0,0
Rukeis,RK,Hordeum spontaneum type,Poaceae,Hordeum,W,1,0
Rukeis,RK,Fabaceae indet.,Fabaceae,_,W,0,0
Rukeis,RK,Lens sp.,Fabaceae,Lens,D,1,0
Rukeis,RK,Lolium sp.,Poaceae,Lolium,W,1,0
Rukeis,RK,Malva sp.,Malvaceae,Malva,W,1,0
Rukeis,RK,Medicago type,Fabaceae,Medicago,W,0,0
Rukeis,RK,Phalaris sp.,Poaceae,Phalaris,W,0,0
Rukeis,RK,Pistacia sp.,Anacardiaceae,Pistacia,W,0,0
Rukeis,RK,Pisum/Vicia sp.,Fabaceae,Pisum/Vicia,D,1,0
Rukeis,RK,Polygonum sp.,Polygonaceae,Polygonum,W,0,0
Rukeis,RK,Sambucus sp.,Caprifoliaceae,Sambucus,W,0,0
Rukeis,RK,Silene sp.,Caryophyllaceae,Silene,W,0,0
Rukeis,RK,Teucrium sp.,Lamiaceae,Teucrium,W,0,0
Rukeis,RK,Triticum dicoccum spikelet forks,Poaceae,Triticum,D,0,0
Rukeis,RK,Triticum species indeterminate free threshing wheat grains,Poaceae,Triticum,D,6,0
Rukeis,RK,Triticum monococcum glume bases,Poaceae,Triticum,D,2,0
Rukeis,RK,Triticum monococcum grains (1/2g),Poaceae,Triticum,D,0,0
Rukeis,RK,Triticum species indeterminate fr thr/gl wheat grains,Poaceae,Triticum,D,2,0
Rukeis,RK,Vaccaria sp.,Caryophyllaceae,Vaccaria,W,0,0
Rukeis,RK,Vicia sp.,Fabaceae,Vicia,D,0,0
Rukeis,RK,Vitis sp.,Vitaceae,Vitis,W,5,0
Rukeis,RK,Vitis sp. fruit,Vitaceae,Vitis,W,0,0
Safat ez Zerr,SEZ_M,Cereal indeterminate grains,Poaceae,_,D,4,0
Safat ez Zerr,SEZ_M,Cereal indeterminate rachis,Poaceae,_,D,5,0
Safat ez Zerr,SEZ_M,Hordeum distichum/vulgare rachis,Poaceae,Hordeum,D,1,0
Safat ez Zerr,SEZ_M,Hordeum distichum/vulgare grain (hulled),Poaceae,Hordeum,D,4,0
Safat ez Zerr,SEZ_M,Hordeum sp. grains,Poaceae,Hordeum,W,3,0
Safat ez Zerr,SEZ_M,Lens culinaris Medik.,Fabaceae,Lens,D,0,0
Safat ez Zerr,SEZ_M,Oryza sativa,Poaceae,Oryza,D,0,0
Safat ez Zerr,SEZ_M,Panicum miliaceum,Poaceae,Panicum,D,1,0
Safat ez Zerr,SEZ_M,Panicum/Setaria,Poaceae,Panicum/Setaria,W,1,0
Safat ez Zerr,SEZ_M,Triticum species free threshing wheat hexaploid rachis,Poaceae,Triticum,D,25,0
Safat ez Zerr,SEZ_M,Triticum species free threshing wheat tetraploid rachis,Poaceae,Triticum,D,18,0
Safat ez Zerr,SEZ_M,Triticum species indeterminate free threshing wheat grains,Poaceae,Triticum,D,14,0
Safat ez Zerr,SEZ_M,Triticum species indeterminate fr thr/gl wheat rachis,Poaceae,Triticum,D,21,0
Safat ez Zerr,SEZ_M,Vitis vinifera L. pips,Vitaceae,Vitis,D,2,0
Salamis (Cellarka),SAL,Amygdalus communis L.,Rosaceae,Amygdalus,D,6,45
Salamis (Cellarka),SAL,Cicer arietinum L.,Fabaceae,Cicer,D,26,25
Salamis (Cellarka),SAL,Corylus avellana,Betulaceae,Corylus,W,0,5
Salamis (Cellarka),SAL,Ficus carica L.,Moraceae,Ficus,D,10,35
Salamis (Cellarka),SAL,Hordeum distichum/vulgare grain,Poaceae,Hordeum,D,2,5
Salamis (Cellarka),SAL,Lathyrus sativus L.,Fabaceae,Lathyrus,D,1,5
Salamis (Cellarka),SAL,Lens culinaris Medik.,Fabaceae,Lens,D,22,10
Salamis (Cellarka),SAL,Olea europaea L.,Oleaceae,Olea,D,8,35
Salamis (Cellarka),SAL,Prunus insititia L.,Rosaceae,Prunus,D,1,5
Salamis (Cellarka),SAL,Quercus sp.,Fagaceae,Quercus,W,0,5
Salamis (Cellarka),SAL,Rosa sp. L.,Rosaceae,Rosa,W,0,5
Salamis (Cellarka),SAL,Triticum species indeterminate fr thr/gl wheat grains,Poaceae,Triticum,D,1,5
Salamis (Cellarka),SAL,Vicia ervilia (L.) Willd.,Fabaceae,Vicia,D,0,5
Salamis (Cellarka),SAL,Vicia faba L.,Fabaceae,Vicia,D,9,25
Salamis (Cellarka),SAL,Vitis vinifera L. fruits,Vitaceae,Vitis,D,7,45
Salamis (Cellarka),SAL,Vitis vinifera L. pips,Vitaceae,Vitis,D,7,40
Saliagos,SG_LN,Hordeum distichum/vulgare grain (hulled),Poaceae,Hordeum,D,0,0
Saliagos,SG_LN,Lolium sp.,Poaceae,Lolium,W,100,100
Saliagos,SG_LN,Triticum species indeterminate glume wheat grains,Poaceae,Triticum,D,0,0
Samos Heraion,SH,Ajuga sp.,Lamiaceae,Ajuga,W,0,57
Samos Heraion,SH,Alisma plantago_aquatica L.,Alismataceae,Alsima,W,0,29
Samos Heraion,SH,Althaea ficifolia,Malvaceae,Althaea,W,0,14
Samos Heraion,SH,Amaranthus lividus L.,Amaranthaceae,Amaranthus,W,1,71
Samos Heraion,SH,Amygdalus communis L.,Rosaceae,Amygdalus,D,0,71
Samos Heraion,SH,Anagallis arvensis L.,Primulaceae,Anagallis,W,0,86
Samos Heraion,SH,Anagallis sp. L.,Primulaceae,Anagallis,W,0,14
Samos Heraion,SH,Anethum graveolens,Apiaceae,Anethum,W,0,14
Samos Heraion,SH,Angelica archangelica,Apiaceae,Angelica,W,0,14
Samos Heraion,SH,Apium graveolens,Apiaceae,Apium,W,0,100
Samos Heraion,SH,Apium nodiflorum,Apiaceae,Apium,W,10,86
